REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,VALUE
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,25900
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,2600
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,26500
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,8500
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,11800
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,4400
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,21700
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,13100
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,25400
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,18900
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,24600
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,60100
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,5900
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,4200
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,30000
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,82200
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,103800
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,101000
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,81000
2015,"Brantford, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,38000
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,78700
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,14500
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,82300
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,10000
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,33000
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,40700
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,30000
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,20600
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,6800
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,9300
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,22200
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,16900
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,19300
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,13900
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,19000
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,71700
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,4800
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,6300
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,37800
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,79500
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,111100
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,118500
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,92200
2015,"Guelph, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,39400
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,261800
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,47500
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,293100
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,32100
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,94100
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,121700
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,92400
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,5500
2015,"London, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,86600
2015,"London, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,29200
2015,"London, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,38400
2015,"London, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,10900
2015,"London, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,75000
2015,"London, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,46700
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,76100
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,56200
2015,"London, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,87900
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,234400
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,17700
2015,"London, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,12200
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,125400
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,298400
2015,"London, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,395400
2015,"London, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,381800
2015,"London, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,303000
2015,"London, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,155500
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,179400
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,38100
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,211500
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,21100
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,55600
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,79100
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,88200
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,6000
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,74300
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,22500
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,29100
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,15700
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,58700
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,25000
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,52500
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,42100
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,53700
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,140900
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,12000
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,9000
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,70200
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,207000
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,257900
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,260400
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,219800
2015,"Windsor, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,112300
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,97400
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,22300
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,103300
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,13400
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,44800
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,43900
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,43400
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,37000
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,13900
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,14700
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,30900
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,22500
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,32500
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,19800
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,32800
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,88300
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,8100
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,12600
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,46900
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,111600
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,141700
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,146600
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,114000
2015,"Barrie, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,44600
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,82900
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,21700
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,88700
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,13800
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,28900
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,41900
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,39400
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,2200
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,35500
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,13000
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,12300
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,7400
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,32800
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,14800
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,31900
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,25400
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,29300
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,69100
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,5500
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,4800
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,35600
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,97000
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,122500
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,113800
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,91700
2015,"Greater Sudbury, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,47900
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,58600
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,14800
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,69500
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,7100
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,18300
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,34700
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,29000
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,25700
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Diabetes,Number of persons,7400
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Asthma,Number of persons,8100
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,3800
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,19700
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,10100
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,24000
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,16800
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,25400
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,61500
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,3400
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,3200
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,30000
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,74800
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,93200
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,91000
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,75800
2015,"Thunder Bay, Ontario","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,40200
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,424800
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,78900
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,470300
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,48900
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,145400
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,201700
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,158300
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,13400
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,141000
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Diabetes,Number of persons,41800
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Asthma,Number of persons,59300
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,18000
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,120300
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,60900
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,131800
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,90200
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,121900
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,346400
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,28700
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,32900
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,13300
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,172000
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,453300
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,617700
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,574700
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,496900
2015,"Winnipeg, Manitoba","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,215900
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,113500
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,16600
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,133600
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,15200
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,35300
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Number of persons,71400
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Number of persons,47500
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Number of persons,2900
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Arthritis (15 years and over),Number of persons,33700
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Diabetes,Number of persons,16600
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Asthma,Number of persons,19400
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Number of persons,3200
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,High blood pressure,Number of persons,33000
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Mood disorder,Number of persons,16700
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Number of persons,38400
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Current smoker, daily",Number of persons,32100
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Heavy drinking,Number of persons,44400
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Number of persons,97000
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Number of persons,5900
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Breast milk feeding initiation,Number of persons,13300
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months",Number of persons,5200
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Number of persons,51600
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Number of persons,140000
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,"Life satisfaction, satisfied or very satisfied",Number of persons,180200
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Has a regular healthcare provider,Number of persons,161100
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Contact with a medical doctor in the past 12 months,Number of persons,148300
2015,"Regina, Saskatchewan","Total, 12 years and over",Both sexes,Influenza immunization in the past 12 months,Number of persons,63400
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived health, very good or excellent",Number of persons,169400
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived health, fair or poor",Number of persons,24900
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived mental health, very good or excellent",Number of persons,186700
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Number of persons,15200
2015,"Saskatoon, Saskatchewan","Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Number of persons,47500
